id,imgfilename,imgtimestamp,imgfps,emotionapi,participant,block,calm,surprise,joy,others
3103,neutral-2fps-1303.jpg,imgtimestamp,2fps,google-vision,1,1,0.23,0.22,0.3,0.25
3104,neutral-2fps-1304.jpg,imgtimestamp,2fps,google-vision,1,1,0.26,0.07,0.37,0.3
3105,neutral-2fps-1305.jpg,imgtimestamp,2fps,google-vision,1,1,0.11,0.27,0.52,0.1
3106,neutral-2fps-1306.jpg,imgtimestamp,2fps,google-vision,1,1,0.19,0.14,0.14,0.53
3107,neutral-2fps-1307.jpg,imgtimestamp,2fps,google-vision,1,1,0.01,0.22,0.45,0.32
3108,neutral-2fps-1308.jpg,imgtimestamp,2fps,google-vision,1,1,0.51,0.2,0.21,0.09
3109,neutral-2fps-1309.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.41,0.23,0.24
3110,neutral-2fps-1310.jpg,imgtimestamp,2fps,google-vision,1,1,0.02,0.49,0.11,0.38
3111,neutral-2fps-1311.jpg,imgtimestamp,2fps,google-vision,1,1,0.3,0.32,0.29,0.08
3112,neutral-2fps-1312.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.31,0.16,0.18
3113,neutral-2fps-1313.jpg,imgtimestamp,2fps,google-vision,1,1,0.63,0.02,0.15,0.2
3114,neutral-2fps-1314.jpg,imgtimestamp,2fps,google-vision,1,1,0.16,0.28,0.56,0
3115,neutral-2fps-1315.jpg,imgtimestamp,2fps,google-vision,1,1,0.37,0.27,0.34,0.03
3116,neutral-2fps-1316.jpg,imgtimestamp,2fps,google-vision,1,1,0.58,0.25,0.11,0.06
3117,neutral-2fps-1317.jpg,imgtimestamp,2fps,google-vision,1,1,0.31,0.05,0.36,0.27
3118,neutral-2fps-1318.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.06,0.56,0.09
3119,neutral-2fps-1319.jpg,imgtimestamp,2fps,google-vision,1,1,0.51,0.15,0.06,0.28
3120,neutral-2fps-1320.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.25,0.17,0.29
3121,neutral-2fps-1321.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.27,0.09,0.28
3122,neutral-2fps-1322.jpg,imgtimestamp,2fps,google-vision,1,1,0.39,0,0.34,0.27
3123,neutral-2fps-1323.jpg,imgtimestamp,2fps,google-vision,1,1,0.04,0.52,0.13,0.3
3124,neutral-2fps-1324.jpg,imgtimestamp,2fps,google-vision,1,1,0.69,0.15,0.08,0.07
3125,neutral-2fps-1325.jpg,imgtimestamp,2fps,google-vision,1,1,0.53,0.12,0.26,0.09
3126,neutral-2fps-1326.jpg,imgtimestamp,2fps,google-vision,1,1,0.26,0.27,0.31,0.16
3127,neutral-2fps-1327.jpg,imgtimestamp,2fps,google-vision,1,1,0.3,0.17,0.25,0.28
3128,neutral-2fps-1328.jpg,imgtimestamp,2fps,google-vision,1,1,0.24,0.24,0.1,0.42
3129,neutral-2fps-1329.jpg,imgtimestamp,2fps,google-vision,1,1,0.1,0.22,0.5,0.18
3130,neutral-2fps-1330.jpg,imgtimestamp,2fps,google-vision,1,1,0.24,0.29,0.19,0.27
3131,neutral-2fps-1331.jpg,imgtimestamp,2fps,google-vision,1,1,0.22,0.35,0.27,0.16
3132,neutral-2fps-1332.jpg,imgtimestamp,2fps,google-vision,1,1,0.31,0.04,0.48,0.16
3133,neutral-2fps-1333.jpg,imgtimestamp,2fps,google-vision,1,1,0.03,0.36,0.26,0.36
3134,neutral-2fps-1334.jpg,imgtimestamp,2fps,google-vision,1,1,0.43,0.27,0.13,0.16
3135,neutral-2fps-1335.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.17,0.27,0.44
3136,neutral-2fps-1336.jpg,imgtimestamp,2fps,google-vision,1,1,0.22,0.4,0.09,0.29
3137,neutral-2fps-1337.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.25,0.18,0.26
3138,neutral-2fps-1338.jpg,imgtimestamp,2fps,google-vision,1,1,0.44,0.33,0.03,0.19
3139,neutral-2fps-1339.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.02,0.37,0.29
3140,neutral-2fps-1340.jpg,imgtimestamp,2fps,google-vision,1,1,0.01,0.54,0.33,0.12
3141,neutral-2fps-1341.jpg,imgtimestamp,2fps,google-vision,1,1,0.48,0.1,0.28,0.13
3142,neutral-2fps-1342.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.02,0.31,0.32
3143,neutral-2fps-1343.jpg,imgtimestamp,2fps,google-vision,1,1,0.11,0.39,0.36,0.14
3144,neutral-2fps-1344.jpg,imgtimestamp,2fps,google-vision,1,1,0.3,0.27,0.1,0.33
3145,neutral-2fps-1345.jpg,imgtimestamp,2fps,google-vision,1,1,0.25,0.28,0.22,0.25
3146,neutral-2fps-1346.jpg,imgtimestamp,2fps,google-vision,1,1,0.33,0.16,0.27,0.24
3147,neutral-2fps-1347.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.29,0.32,0.28
3148,neutral-2fps-1348.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.11,0.18,0.43
3149,neutral-2fps-1349.jpg,imgtimestamp,2fps,google-vision,1,1,0.2,0.28,0.04,0.48
3150,neutral-2fps-1350.jpg,imgtimestamp,2fps,google-vision,1,1,0.42,0.02,0.32,0.25
3151,neutral-2fps-1351.jpg,imgtimestamp,2fps,google-vision,1,1,0.41,0.07,0.47,0.05
3152,neutral-2fps-1352.jpg,imgtimestamp,2fps,google-vision,1,1,0.41,0.17,0.39,0.03
3153,neutral-2fps-1353.jpg,imgtimestamp,2fps,google-vision,1,1,0.06,0.21,0.32,0.41
3154,neutral-2fps-1354.jpg,imgtimestamp,2fps,google-vision,1,1,0.1,0.21,0.28,0.42
3155,neutral-2fps-1355.jpg,imgtimestamp,2fps,google-vision,1,1,0.42,0.07,0.47,0.04
3156,neutral-2fps-1356.jpg,imgtimestamp,2fps,google-vision,1,1,0.1,0.18,0.65,0.06
3157,neutral-2fps-1357.jpg,imgtimestamp,2fps,google-vision,1,1,0.42,0.2,0.31,0.07
3158,neutral-2fps-1358.jpg,imgtimestamp,2fps,google-vision,1,1,0.54,0.26,0.15,0.04
3159,neutral-2fps-1359.jpg,imgtimestamp,2fps,google-vision,1,1,0.57,0.12,0.18,0.13
3160,neutral-2fps-1360.jpg,imgtimestamp,2fps,google-vision,1,1,0.07,0.38,0.15,0.39
3161,neutral-2fps-1361.jpg,imgtimestamp,2fps,google-vision,1,1,0.19,0.31,0.45,0.05
3162,neutral-2fps-1362.jpg,imgtimestamp,2fps,google-vision,1,1,0.22,0.35,0.26,0.17
3163,neutral-2fps-1363.jpg,imgtimestamp,2fps,google-vision,1,1,0.3,0.27,0.33,0.1
3164,neutral-2fps-1364.jpg,imgtimestamp,2fps,google-vision,1,1,0.39,0.11,0.09,0.4
3165,neutral-2fps-1365.jpg,imgtimestamp,2fps,google-vision,1,1,0,0.29,0.39,0.32
3166,neutral-2fps-1366.jpg,imgtimestamp,2fps,google-vision,1,1,0.24,0.12,0.31,0.33
3167,neutral-2fps-1367.jpg,imgtimestamp,2fps,google-vision,1,1,0.38,0.18,0.38,0.06
3168,neutral-2fps-1368.jpg,imgtimestamp,2fps,google-vision,1,1,0.18,0.25,0.44,0.13
3169,neutral-2fps-1369.jpg,imgtimestamp,2fps,google-vision,1,1,0.27,0.27,0.21,0.25
3170,neutral-2fps-1370.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.02,0.29,0.38
3171,neutral-2fps-1371.jpg,imgtimestamp,2fps,google-vision,1,1,0.3,0.44,0.09,0.18
3172,neutral-2fps-1372.jpg,imgtimestamp,2fps,google-vision,1,1,0.38,0.26,0.16,0.21
3173,neutral-2fps-1373.jpg,imgtimestamp,2fps,google-vision,1,1,0.37,0.35,0.18,0.1
3174,neutral-2fps-1374.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.34,0.26,0.28
3175,neutral-2fps-1375.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.08,0.2,0.4
3176,neutral-2fps-1376.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.04,0.34,0.27
3177,neutral-2fps-1377.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.11,0.46,0.31
3178,neutral-2fps-1378.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.08,0.41,0.15
3179,neutral-2fps-1379.jpg,imgtimestamp,2fps,google-vision,1,1,0.17,0.34,0.13,0.36
3180,neutral-2fps-1380.jpg,imgtimestamp,2fps,google-vision,1,1,0.07,0.2,0.34,0.39
3181,neutral-2fps-1381.jpg,imgtimestamp,2fps,google-vision,1,1,0.13,0.32,0.25,0.29
3182,neutral-2fps-1382.jpg,imgtimestamp,2fps,google-vision,1,1,0.06,0.38,0.54,0.02
3183,neutral-2fps-1383.jpg,imgtimestamp,2fps,google-vision,1,1,0.07,0.36,0.25,0.32
3184,neutral-2fps-1384.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.22,0.29,0.21
3185,neutral-2fps-1385.jpg,imgtimestamp,2fps,google-vision,1,1,0.47,0,0.46,0.07
3186,neutral-2fps-1386.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.22,0.31,0.18
3187,neutral-2fps-1387.jpg,imgtimestamp,2fps,google-vision,1,1,0.13,0.26,0.32,0.3
3188,neutral-2fps-1388.jpg,imgtimestamp,2fps,google-vision,1,1,0.46,0.19,0.25,0.1
3189,neutral-2fps-1389.jpg,imgtimestamp,2fps,google-vision,1,1,0.31,0.21,0.18,0.29
3190,neutral-2fps-1390.jpg,imgtimestamp,2fps,google-vision,1,1,0,0.16,0.52,0.32
3191,neutral-2fps-1391.jpg,imgtimestamp,2fps,google-vision,1,1,0.14,0.3,0.26,0.3
3192,neutral-2fps-1392.jpg,imgtimestamp,2fps,google-vision,1,1,0.34,0.24,0.29,0.13
3193,neutral-2fps-1393.jpg,imgtimestamp,2fps,google-vision,1,1,0.1,0.2,0.7,0
3194,neutral-2fps-1394.jpg,imgtimestamp,2fps,google-vision,1,1,0.14,0.21,0.39,0.25
3195,neutral-2fps-1395.jpg,imgtimestamp,2fps,google-vision,1,1,0.08,0.33,0.09,0.5
3196,neutral-2fps-1396.jpg,imgtimestamp,2fps,google-vision,1,1,0.37,0.43,0.19,0.01
3197,neutral-2fps-1397.jpg,imgtimestamp,2fps,google-vision,1,1,0.35,0.33,0.29,0.03
3198,neutral-2fps-1398.jpg,imgtimestamp,2fps,google-vision,1,1,0.33,0.4,0.1,0.17
3199,neutral-2fps-1399.jpg,imgtimestamp,2fps,google-vision,1,1,0.43,0.34,0.19,0.04
3200,neutral-2fps-1400.jpg,imgtimestamp,2fps,google-vision,1,1,0.08,0.31,0.22,0.4
3201,neutral-2fps-1401.jpg,imgtimestamp,2fps,google-vision,1,1,0.35,0.34,0.07,0.24
3202,neutral-2fps-1402.jpg,imgtimestamp,2fps,google-vision,1,1,0.38,0.15,0.28,0.19
3203,neutral-2fps-1403.jpg,imgtimestamp,2fps,google-vision,1,1,0.23,0.37,0.34,0.05
3204,neutral-2fps-1404.jpg,imgtimestamp,2fps,google-vision,1,1,0.03,0.43,0.33,0.2
3205,neutral-2fps-1405.jpg,imgtimestamp,2fps,google-vision,1,1,0.48,0.24,0.09,0.18
3206,neutral-2fps-1406.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.11,0.46,0.11
3207,neutral-2fps-1407.jpg,imgtimestamp,2fps,google-vision,1,1,0.17,0.48,0.16,0.2
3208,neutral-2fps-1408.jpg,imgtimestamp,2fps,google-vision,1,1,0.28,0.19,0.25,0.27
3209,neutral-2fps-1409.jpg,imgtimestamp,2fps,google-vision,1,1,0.06,0.29,0.33,0.33
3210,neutral-2fps-1410.jpg,imgtimestamp,2fps,google-vision,1,1,0.02,0.42,0.3,0.27
3211,neutral-2fps-1411.jpg,imgtimestamp,2fps,google-vision,1,1,0.31,0.07,0.34,0.27
3212,neutral-2fps-1412.jpg,imgtimestamp,2fps,google-vision,1,1,0.02,0.44,0.11,0.43
3213,neutral-2fps-1413.jpg,imgtimestamp,2fps,google-vision,1,1,0.18,0.32,0.14,0.36
3214,neutral-2fps-1414.jpg,imgtimestamp,2fps,google-vision,1,1,0.07,0.32,0.48,0.13
3215,neutral-2fps-1415.jpg,imgtimestamp,2fps,google-vision,1,1,0.03,0.12,0.26,0.59
3216,neutral-2fps-1416.jpg,imgtimestamp,2fps,google-vision,1,1,0.33,0.35,0.24,0.07
3217,neutral-2fps-1417.jpg,imgtimestamp,2fps,google-vision,1,1,0.59,0.16,0.18,0.07
3218,neutral-2fps-1418.jpg,imgtimestamp,2fps,google-vision,1,1,0.27,0.27,0.14,0.32
3219,neutral-2fps-1419.jpg,imgtimestamp,2fps,google-vision,1,1,0.16,0.07,0.4,0.37
3220,neutral-2fps-1420.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.27,0.1,0.3
3221,neutral-2fps-1421.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.1,0.31,0.27
3222,neutral-2fps-1422.jpg,imgtimestamp,2fps,google-vision,1,1,0.39,0.37,0.02,0.21
3223,neutral-2fps-1423.jpg,imgtimestamp,2fps,google-vision,1,1,0.07,0.24,0.41,0.28
3224,neutral-2fps-1424.jpg,imgtimestamp,2fps,google-vision,1,1,0,0.37,0.58,0.05
3225,neutral-2fps-1425.jpg,imgtimestamp,2fps,google-vision,1,1,0.35,0.43,0.04,0.19
3226,neutral-2fps-1426.jpg,imgtimestamp,2fps,google-vision,1,1,0.25,0.3,0.13,0.31
3227,neutral-2fps-1427.jpg,imgtimestamp,2fps,google-vision,1,1,0.05,0.37,0.39,0.18
3228,neutral-2fps-1428.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.2,0.2,0.31
3229,neutral-2fps-1429.jpg,imgtimestamp,2fps,google-vision,1,1,0.41,0.23,0.04,0.32
3230,neutral-2fps-1430.jpg,imgtimestamp,2fps,google-vision,1,1,0.26,0.09,0.2,0.44
3231,neutral-2fps-1431.jpg,imgtimestamp,2fps,google-vision,1,1,0.23,0.26,0.25,0.26
3232,neutral-2fps-1432.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.01,0.25,0.37
3233,neutral-2fps-1433.jpg,imgtimestamp,2fps,google-vision,1,1,0.08,0.06,0.39,0.48
3234,neutral-2fps-1434.jpg,imgtimestamp,2fps,google-vision,1,1,0.01,0.15,0.36,0.47
3235,neutral-2fps-1435.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.05,0.45,0.18
3236,neutral-2fps-1436.jpg,imgtimestamp,2fps,google-vision,1,1,0.25,0.24,0.26,0.25
3237,neutral-2fps-1437.jpg,imgtimestamp,2fps,google-vision,1,1,0.21,0.02,0.46,0.31
3238,neutral-2fps-1438.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.43,0.15,0.3
3239,neutral-2fps-1439.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.59,0.03,0.09
3240,neutral-2fps-1440.jpg,imgtimestamp,2fps,google-vision,1,1,0.42,0.43,0.08,0.06
3241,neutral-2fps-1441.jpg,imgtimestamp,2fps,google-vision,1,1,0.26,0.28,0.19,0.27
3242,neutral-2fps-1442.jpg,imgtimestamp,2fps,google-vision,1,1,0.49,0,0.1,0.4
3243,neutral-2fps-1443.jpg,imgtimestamp,2fps,google-vision,1,1,0.15,0.42,0.34,0.1
3244,neutral-2fps-1444.jpg,imgtimestamp,2fps,google-vision,1,1,0.35,0.33,0.08,0.24
3245,neutral-2fps-1445.jpg,imgtimestamp,2fps,google-vision,1,1,0.24,0.32,0.09,0.35
3246,neutral-2fps-1446.jpg,imgtimestamp,2fps,google-vision,1,1,0.35,0.12,0.43,0.09
3247,neutral-2fps-1447.jpg,imgtimestamp,2fps,google-vision,1,1,0.38,0.05,0.21,0.35
3248,neutral-2fps-1448.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.15,0.27,0.29
3249,neutral-2fps-1449.jpg,imgtimestamp,2fps,google-vision,1,1,0.57,0.03,0.3,0.11
3250,neutral-2fps-1450.jpg,imgtimestamp,2fps,google-vision,1,1,0.42,0.04,0.51,0.04
3251,neutral-2fps-1451.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.06,0.23,0.59
3252,neutral-2fps-1452.jpg,imgtimestamp,2fps,google-vision,1,1,0.15,0.16,0.31,0.39
3253,neutral-2fps-1453.jpg,imgtimestamp,2fps,google-vision,1,1,0.23,0.1,0.31,0.36
3254,neutral-2fps-1454.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.49,0.17,0.02
3255,neutral-2fps-1455.jpg,imgtimestamp,2fps,google-vision,1,1,0.52,0.06,0.04,0.38
3256,neutral-2fps-1456.jpg,imgtimestamp,2fps,google-vision,1,1,0.2,0,0.14,0.66
3257,neutral-2fps-1457.jpg,imgtimestamp,2fps,google-vision,1,1,0.22,0.25,0.36,0.17
3258,neutral-2fps-1458.jpg,imgtimestamp,2fps,google-vision,1,1,0.34,0.44,0.15,0.07
3259,neutral-2fps-1459.jpg,imgtimestamp,2fps,google-vision,1,1,0.4,0.11,0.38,0.11
3260,neutral-2fps-1460.jpg,imgtimestamp,2fps,google-vision,1,1,0.47,0.2,0.1,0.23
3261,neutral-2fps-1461.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.03,0.57,0.08
3262,neutral-2fps-1462.jpg,imgtimestamp,2fps,google-vision,1,1,0.2,0.17,0.35,0.27
3263,neutral-2fps-1463.jpg,imgtimestamp,2fps,google-vision,1,1,0.31,0.29,0.07,0.33
3264,neutral-2fps-1464.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.17,0.13,0.34
3265,neutral-2fps-1465.jpg,imgtimestamp,2fps,google-vision,1,1,0.25,0.49,0.16,0.11
3266,neutral-2fps-1466.jpg,imgtimestamp,2fps,google-vision,1,1,0.01,0.64,0.09,0.26
3267,neutral-2fps-1467.jpg,imgtimestamp,2fps,google-vision,1,1,0.18,0.12,0.42,0.28
3268,neutral-2fps-1468.jpg,imgtimestamp,2fps,google-vision,1,1,0.23,0.38,0.17,0.22
3269,neutral-2fps-1469.jpg,imgtimestamp,2fps,google-vision,1,1,0.25,0.08,0.41,0.26
3270,neutral-2fps-1470.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.03,0.47,0.18
3271,neutral-2fps-1471.jpg,imgtimestamp,2fps,google-vision,1,1,0.5,0.07,0.02,0.42
3272,neutral-2fps-1472.jpg,imgtimestamp,2fps,google-vision,1,1,0.17,0.39,0.09,0.35
3273,neutral-2fps-1473.jpg,imgtimestamp,2fps,google-vision,1,1,0.41,0.12,0.01,0.46
3274,neutral-2fps-1474.jpg,imgtimestamp,2fps,google-vision,1,1,0.1,0.2,0.35,0.35
3275,neutral-2fps-1475.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.24,0.2,0.27
3276,neutral-2fps-1476.jpg,imgtimestamp,2fps,google-vision,1,1,0.21,0.39,0.02,0.38
3277,neutral-2fps-1477.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.16,0.31,0.21
3278,neutral-2fps-1478.jpg,imgtimestamp,2fps,google-vision,1,1,0.31,0.24,0.33,0.12
3279,neutral-2fps-1479.jpg,imgtimestamp,2fps,google-vision,1,1,0.05,0.23,0.23,0.49
3280,neutral-2fps-1480.jpg,imgtimestamp,2fps,google-vision,1,1,0.28,0.29,0.2,0.23
3281,neutral-2fps-1481.jpg,imgtimestamp,2fps,google-vision,1,1,0.34,0.18,0.36,0.12
3282,neutral-2fps-1482.jpg,imgtimestamp,2fps,google-vision,1,1,0.27,0.29,0.36,0.08
3283,neutral-2fps-1483.jpg,imgtimestamp,2fps,google-vision,1,1,0.07,0.16,0.34,0.43
3284,neutral-2fps-1484.jpg,imgtimestamp,2fps,google-vision,1,1,0.09,0.31,0.23,0.38
3285,neutral-2fps-1485.jpg,imgtimestamp,2fps,google-vision,1,1,0.46,0.34,0.16,0.04
3286,neutral-2fps-1486.jpg,imgtimestamp,2fps,google-vision,1,1,0.3,0.31,0.32,0.07
3287,neutral-2fps-1487.jpg,imgtimestamp,2fps,google-vision,1,1,0.32,0.28,0.02,0.38
3288,neutral-2fps-1488.jpg,imgtimestamp,2fps,google-vision,1,1,0.39,0.09,0.2,0.32
3289,neutral-2fps-1489.jpg,imgtimestamp,2fps,google-vision,1,1,0.07,0.08,0.71,0.15
3290,neutral-2fps-1490.jpg,imgtimestamp,2fps,google-vision,1,1,0.14,0.11,0.46,0.29
3291,neutral-2fps-1491.jpg,imgtimestamp,2fps,google-vision,1,1,0.11,0.19,0.34,0.35
3292,neutral-2fps-1492.jpg,imgtimestamp,2fps,google-vision,1,1,0.05,0.29,0.48,0.18
3293,neutral-2fps-1493.jpg,imgtimestamp,2fps,google-vision,1,1,0.22,0.39,0.05,0.34
3294,neutral-2fps-1494.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.01,0.24,0.39
3295,neutral-2fps-1495.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.07,0.42,0.23
3296,neutral-2fps-1496.jpg,imgtimestamp,2fps,google-vision,1,1,0.02,0.02,0.49,0.47
3297,neutral-2fps-1497.jpg,imgtimestamp,2fps,google-vision,1,1,0.07,0.29,0.3,0.34
3298,neutral-2fps-1498.jpg,imgtimestamp,2fps,google-vision,1,1,0,0.31,0.66,0.02
3299,neutral-2fps-1499.jpg,imgtimestamp,2fps,google-vision,1,1,0.02,0.25,0.17,0.56
3300,neutral-2fps-1500.jpg,imgtimestamp,2fps,google-vision,1,1,0.27,0.37,0.34,0.02
3301,neutral-2fps-1501.jpg,imgtimestamp,2fps,google-vision,1,1,0.22,0.3,0.27,0.2
3302,neutral-2fps-1502.jpg,imgtimestamp,2fps,google-vision,1,1,0.1,0.35,0.44,0.11
3303,neutral-2fps-1503.jpg,imgtimestamp,2fps,google-vision,1,1,0.21,0.39,0.21,0.2
3304,neutral-2fps-1504.jpg,imgtimestamp,2fps,google-vision,1,1,0.29,0.06,0.06,0.59
3305,neutral-2fps-1505.jpg,imgtimestamp,2fps,google-vision,1,1,0.44,0.13,0.25,0.18
3306,neutral-2fps-1506.jpg,imgtimestamp,2fps,google-vision,1,1,0.49,0.41,0.02,0.08
3307,neutral-2fps-1507.jpg,imgtimestamp,2fps,google-vision,1,1,0.31,0.25,0.35,0.1
3308,neutral-2fps-1508.jpg,imgtimestamp,2fps,google-vision,1,1,0.1,0.31,0.34,0.25
3309,neutral-2fps-1509.jpg,imgtimestamp,2fps,google-vision,1,1,0.23,0.01,0.31,0.45
3310,neutral-2fps-1510.jpg,imgtimestamp,2fps,google-vision,1,1,0.14,0.32,0.04,0.5
3311,neutral-2fps-1511.jpg,imgtimestamp,2fps,google-vision,1,1,0.03,0.37,0.3,0.3
3312,neutral-2fps-1512.jpg,imgtimestamp,2fps,google-vision,1,1,0.46,0.14,0.01,0.39
3313,neutral-2fps-1513.jpg,imgtimestamp,2fps,google-vision,1,1,0.18,0.42,0.04,0.36
3314,neutral-2fps-1514.jpg,imgtimestamp,2fps,google-vision,1,1,0.01,0.44,0.37,0.18
3315,neutral-2fps-1515.jpg,imgtimestamp,2fps,google-vision,1,1,0.22,0.37,0.09,0.33
3316,neutral-2fps-1516.jpg,imgtimestamp,2fps,google-vision,1,1,0.06,0.52,0.05,0.37
3317,neutral-2fps-1517.jpg,imgtimestamp,2fps,google-vision,1,1,0.22,0.39,0.35,0.04
3318,neutral-2fps-1518.jpg,imgtimestamp,2fps,google-vision,1,1,0.37,0.14,0.26,0.23
3319,neutral-2fps-1519.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.14,0.36,0.13
3320,neutral-2fps-1520.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.15,0.3,0.19
3321,neutral-2fps-1521.jpg,imgtimestamp,2fps,google-vision,1,1,0.41,0.2,0.12,0.27
3322,neutral-2fps-1522.jpg,imgtimestamp,2fps,google-vision,1,1,0.26,0.36,0.34,0.04
3323,neutral-2fps-1523.jpg,imgtimestamp,2fps,google-vision,1,1,0.34,0.12,0.2,0.34
3324,neutral-2fps-1524.jpg,imgtimestamp,2fps,google-vision,1,1,0.16,0.29,0.43,0.12
3325,neutral-2fps-1525.jpg,imgtimestamp,2fps,google-vision,1,1,0.37,0.03,0.33,0.26
3326,neutral-2fps-1526.jpg,imgtimestamp,2fps,google-vision,1,1,0.04,0.26,0.36,0.34
3327,neutral-2fps-1527.jpg,imgtimestamp,2fps,google-vision,1,1,0.28,0.32,0.15,0.25
3328,neutral-2fps-1528.jpg,imgtimestamp,2fps,google-vision,1,1,0.28,0.38,0.13,0.22
3329,neutral-2fps-1529.jpg,imgtimestamp,2fps,google-vision,1,1,0.06,0.14,0.34,0.46
3330,neutral-2fps-1530.jpg,imgtimestamp,2fps,google-vision,1,1,0.16,0.14,0.33,0.36
3331,neutral-2fps-1531.jpg,imgtimestamp,2fps,google-vision,1,1,0.45,0.21,0.09,0.26
3332,neutral-2fps-1532.jpg,imgtimestamp,2fps,google-vision,1,1,0.11,0.31,0.27,0.31
3333,neutral-2fps-1533.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.05,0.2,0.63
3334,neutral-2fps-1534.jpg,imgtimestamp,2fps,google-vision,1,1,0.23,0.32,0.31,0.14
3335,neutral-2fps-1535.jpg,imgtimestamp,2fps,google-vision,1,1,0.45,0.03,0.32,0.2
3336,neutral-2fps-1536.jpg,imgtimestamp,2fps,google-vision,1,1,0.18,0.32,0.17,0.33
3337,neutral-2fps-1537.jpg,imgtimestamp,2fps,google-vision,1,1,0.42,0.02,0.51,0.05
3338,neutral-2fps-1538.jpg,imgtimestamp,2fps,google-vision,1,1,0.19,0.05,0.24,0.52
3339,neutral-2fps-1539.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.05,0.53,0.3
3340,neutral-2fps-1540.jpg,imgtimestamp,2fps,google-vision,1,1,0.01,0.48,0.38,0.13
3341,neutral-2fps-1541.jpg,imgtimestamp,2fps,google-vision,1,1,0.23,0.1,0.29,0.38
3342,neutral-2fps-1542.jpg,imgtimestamp,2fps,google-vision,1,1,0.24,0.42,0.24,0.1
3343,neutral-2fps-1543.jpg,imgtimestamp,2fps,google-vision,1,1,0.09,0.54,0.08,0.29
3344,neutral-2fps-1544.jpg,imgtimestamp,2fps,google-vision,1,1,0.22,0.21,0.22,0.35
3345,neutral-2fps-1545.jpg,imgtimestamp,2fps,google-vision,1,1,0.31,0.42,0.14,0.12
3346,neutral-2fps-1546.jpg,imgtimestamp,2fps,google-vision,1,1,0.49,0.19,0.03,0.28
3347,neutral-2fps-1547.jpg,imgtimestamp,2fps,google-vision,1,1,0.28,0.2,0.31,0.21
3348,neutral-2fps-1548.jpg,imgtimestamp,2fps,google-vision,1,1,0.18,0.58,0.24,0
3349,neutral-2fps-1549.jpg,imgtimestamp,2fps,google-vision,1,1,0.24,0.33,0.03,0.4
3350,neutral-2fps-1550.jpg,imgtimestamp,2fps,google-vision,1,1,0.19,0.08,0.47,0.27
3351,neutral-2fps-1551.jpg,imgtimestamp,2fps,google-vision,1,1,0.12,0.3,0.17,0.41
3352,neutral-2fps-1552.jpg,imgtimestamp,2fps,google-vision,1,1,0.05,0.31,0.45,0.19
3353,neutral-2fps-1553.jpg,imgtimestamp,2fps,google-vision,1,1,0.15,0.33,0.45,0.07
3354,neutral-2fps-1554.jpg,imgtimestamp,2fps,google-vision,1,1,0.2,0.04,0.42,0.33
3355,neutral-2fps-1555.jpg,imgtimestamp,2fps,google-vision,1,1,0.36,0.06,0.07,0.51
3356,neutral-2fps-1556.jpg,imgtimestamp,2fps,google-vision,1,1,0.21,0.19,0,0.6
